centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,ISD_adress_dict,host,host_id,alias_dict,shared_license,avg_USD/night,mean_latitude,mean_longitude,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_building,GCODE_hamlet,GCODE_quarter,GCODE_tourism,GCODE_square,GCODE_shop,GCODE_commercial,GCODE_amenity,GCODE_man_made,GCODE_residential,GCODE_railway,GCODE_historic,GCODE_leisure,GCODE_city_block,GCODE_town,GCODE_natural,GCODE_aeroway,GCODE_military,GCODE_retail,GCODE_place,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,ISD_found
0-849s,1,1,{'383502': 1},{'Active': 1},,{'285 Roxbury ST 09 Roxbury MA 02119': 1},Gregory,101057334,{'nan': 1},False,78.0,42.33148,-71.09314,,,Tremont Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,Roxbury Community College,,,,,,,,,,,,,unknown (too few),,,,True
0-350s,1,1,{'414423': 1},{'Expired/Void/Revoked': 1},,{},Nick,122568097,{'nan': 1},False,104.0,42.32431,-71.09631,,116,Marcella Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-23s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Huggy,CorpGroup14,{'18517776.0': 1},False,36.0,42.31333,-71.09339,,23,Homestead Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-545s,1,1,{'383505': 1},{'Active': 1},,{'219 Savin Hill AVE 13 2 Dorchester MA 02125': 1},Robin,72139831,{'nan': 1},False,75.0,42.30911,-71.04698,,10,Savin Hill Terrace,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-174s,1,1,{'Missing': 1},{'No license claimed': 1},,{},SleepAfloat,CorpGroup43,{'105620455.0': 1},False,598.0,42.36338,-71.04984,,,Lewis Wharf,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,Granite Building,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-850s,1,1,{'383107': 1},{'Active': 1},,{'85 Cambridge ST 02 1 Charlestown MA 02129': 1},Jurek,CorpGroup36,{'21745230.0': 1},False,55.0,42.38332,-71.07816,,16,Brighton Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-175s,1,1,{'398933011820': 1},{'Not found (fabricated)': 1},,{'63 Highland ST 11 63-2 Roxbury MA 02119': 1},Lixia,108560094,{'nan': 1},False,39.0,42.35703,-71.15857,,79,Riverview Road,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-533s,1,1,{'974333': 1},{'Not found (fabricated)': 1},,{'709 Metropolitan AVE 18 1 Hyde Park MA 02136': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,158.0,42.355740000000004,-71.05998000000001,,,Washington Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02110-1301,United States of America,us,Burnham Building,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-542s,1,1,{'413525': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 2 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,377.0,42.309940000000005,-71.06375,,398,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
8-13s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,113.0,42.3381,-71.08114,,183,Camden Street,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-851s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,50.0,42.3076,-71.06541999999999,,309,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-546s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lara,59234220,{'nan': 1},False,124.0,42.3598,-71.06900999999999,,2,Goodwin Place,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
0-852s,1,1,{'413525': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 2 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,321.0,42.31132,-71.06251,,141,Hancock Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-549s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jonathan,16052189,{'nan': 1},False,30.0,42.23576,-71.1324,,1852,Hyde Park Avenue,Readville,,Boston,Suffolk County,Massachusetts,02136-2460,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-35s,1,1,{'383107': 1},{'Active': 1},,{'85 Cambridge ST 02 1 Charlestown MA 02129': 1},Jurek,CorpGroup36,{'21745230.0': 1},False,122.0,42.3825,-71.07851,,89,Cambridge Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-93s,1,1,{'383107': 1},{'Active': 1},,{'85 Cambridge ST 02 1 Charlestown MA 02129': 1},Jurek,CorpGroup36,{'21745230.0': 1},False,59.0,42.3833,-71.07842,,8,Brighton Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-352s,1,1,{'Missing': 1},{'No license claimed': 1},,{},SleepAfloat,CorpGroup43,{'105620455.0': 1},False,359.0,42.3622,-71.04965,,,Boston Harborwalk,Dock Square,North End,Boston,Suffolk County,Massachusetts,02109,United States of America,us,,,,,,,,,,,,,Boston Yacht Haven,,,,,,,,unknown (too few),,,,False
0-547s,1,1,{'Missing': 1},{'No license claimed': 1},,{},SleepAfloat,CorpGroup43,{'105620455.0': 1},False,756.0,42.36335,-71.0506,,,Lewis Wharf,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,Granite Building,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-24s,1,1,{'383106': 1},{'Active': 1},,{'85 Cambridge ST 02 2 Charlestown MA 02129': 1},Jurek,CorpGroup36,{'21745230.0': 1},False,59.0,42.38174,-71.07732,,24,Roland Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-548s,1,1,{'413503': 1},{'Active': 1},,{'709 Metropolitan AVE 18 1 Hyde Park MA 02136': 1},Jovan,14016102,{'nan': 1},False,69.0,42.26075,-71.11735,,61,Arlington Street,Fairmount,Hyde Park,Boston,Suffolk County,Massachusetts,02137,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-948s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Post Group,CorpGroup24,{'9410008.0': 1},False,220.0,42.36637,-71.05216,,16;18,Battery Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-94s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Compass,CorpGroup21,{'20857768.0': 1},False,130.0,42.34623,-71.08863000000001,,18,Haviland Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,Burbank Apartments,,,,Stanton H. Kelly Jr. Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-728s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lara,59234220,{'nan': 1},False,113.0,42.3605,-71.06855999999999,,18,Grove Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
9-101s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,456.0,42.36323,-71.06704,,66,Blossom Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-551s,1,1,{'414541': 1},{'Active': 1},,{'63 Harvard ST 03 Apt 2 Boston MA 02111': 1},Billy,118122992,{'nan': 1},False,160.0,42.35026,-71.06161,,125,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,St. James Church,,,,,,,,,,,,,unknown (too few),,,,True
0-550s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Tony,44341268,{'nan': 1},False,200.0,42.34754,-71.08414,,900,Boylston Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,Block F,Hynes Convention Center,,,,,,,,,,,,,unknown (too few),,,,False
0-552s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Alex,18150109,{'nan': 1},False,125.0,42.3288,-71.09553000000001,,,Tremont Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,Roxbury Community College,,,,,,,,,,,,,unknown (too few),,,,False
5-32s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,175.0,42.34843,-71.08859,,375,Newbury Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-730s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Tony,44341268,{'nan': 1},False,175.0,42.34798,-71.08529,,900,Boylston Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,Hynes Convention Center Loading Dock,,,,,,,,,,,,,unknown (too few),,,,False
0-353s,1,1,{'396518': 1},{'Expired/Void/Revoked': 1},,{},Maria,93820834,{'nan': 1},False,125.0,42.38185,-71.06891,,380,Bunker Hill Street,,Charlestown,Boston,Suffolk County,Massachusetts,02129,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-354s,1,1,{'398933011820': 1},{'Not found (fabricated)': 1},,{'63 Highland ST 11 63-2 Roxbury MA 02119': 1},Lixia,108560094,{'nan': 1},False,39.0,42.355290000000004,-71.16033,,57,Hobart Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-36s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Post Group,CorpGroup24,{'9410008.0': 1},False,171.0,42.359629999999996,-71.07098,,138,Charles Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
3-95s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,31.0,42.30826,-71.07034,,57,Hamilton Street,Grove Hall,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-731s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Agnieszka,18479599,{'nan': 1},False,65.0,42.32613,-71.05852,,100,Boston Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-65s,1,1,{'383106': 1},{'Active': 1},,{'85 Cambridge ST 02 2 Charlestown MA 02129': 1},Jurek,CorpGroup36,{'21745230.0': 1},False,54.0,42.38245,-71.0767,,,I 93,Inner Belt,,,Suffolk County,Massachusetts,02129-3553,United States of America,us,,,,,,,,,,,,,,,Somerville,,,,,,unknown (too few),,,,True
3-44s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Belkis,CorpGroup28,{'209395207.0': 1},False,29.0,42.31371,-71.1007,,196,Boylston Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-176s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Billy,118122992,{'nan': 1},False,140.0,42.348420000000004,-71.06159,,106,Tyler Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-729s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jonathan,16052189,{'nan': 1},False,28.0,42.23704,-71.13285,,12,Prescott Street,Readville,,Boston,Suffolk County,Massachusetts,02136-2460,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-351s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jonathan,16052189,{'nan': 1},False,80.0,42.237390000000005,-71.1331,,12,Prescott Street,Readville,,Boston,Suffolk County,Massachusetts,02136-2460,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-355s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Billy,118122992,{'nan': 1},False,120.0,42.34998,-71.06130999999999,,35,Tyler Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-732s,1,1,{'414537': 1},{'Active': 1},,{'63 Harvard ST 03 Apt 1 Boston MA 02111': 1},Billy,118122992,{'nan': 1},False,223.0,42.35025,-71.06005,,75,Kneeland Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-169s,1,1,{'397983': 1},{'Active': 1},,{'6 Ainsley ST 16 Dorchester MA 02122': 1},Polly Minter,7988017,{'nan': 1},False,109.0,42.29185,-71.05648000000001,,,Auriga Street,Cedar Grove,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,Hemenway Playground,,,,,,,,unknown (too few),,,,True
5-37s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,102.0,42.334790000000005,-71.0435,,534,East Fourth Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-177s,1,1,{'403983': 1},{'Active': 1},,{'1531 Centre ST 20 1 Roslindale MA 02131': 1},Damon,4434391,{'nan': 1},False,1039.0,42.29103,-71.14199,,44,Montclair Avenue,Roslindale,West Roxbury,Boston,Suffolk County,Massachusetts,02132-1239,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-553s,1,1,{'398933011820': 1},{'Not found (fabricated)': 1},,{'63 Highland ST 11 63-2 Roxbury MA 02119': 1},Lixia,108560094,{'nan': 1},False,40.0,42.35583,-71.15831999999999,,58,Cresthill Road,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-949s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,47.0,42.30775,-71.0651,,309,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-853s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Voyage,CorpGroup34,{'2356643.0': 1},False,110.0,42.35881,-71.0626,,20,Ashburton Place,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,,,,,Michael J. Delhanty Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-950s,1,1,{'413525': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 2 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,377.0,42.3095,-71.06232,,12,Winter Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-26s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,34.0,42.30142,-71.06276,,6,Draper Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-66s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,33.0,42.3009,-71.06402,,28,Josephine Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-38s,1,1,{'413523': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 1 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,448.0,42.30934,-71.06341,,16,Fifield Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-37s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mac,CorpGroup38,{'26704689.0': 1},False,80.0,42.33273,-71.05386999999999,,235,Old Colony Avenue,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-67s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Furnished Quarters,CorpGroup25,{'22541573.0': 1},False,210.0,42.34405,-71.08801,,44,Burbank Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-131s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Furnished Quarters,CorpGroup25,{'22541573.0': 1},False,219.0,42.351079999999996,-71.0599,,,Hudson Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,,,,,Chinatown Archaeological Site,,,,,,,,,unknown (too few),,,,False
9-158s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Furnished Quarters,CorpGroup25,{'22541573.0': 1},False,210.0,42.36456,-71.0637,,,Lomasney Way,Waterfront,West End,Boston,Suffolk County,Massachusetts,02222,United States of America,us,,,,The West End Museum,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-356s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Krysti,4020046,{'nan': 1},False,170.0,42.36034,-71.0653,,56,Joy Street,Downtown Crossing,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-733s,1,1,{'398933': 1},{'Active': 1},,{'42 Brooksdale RD 22 Boston MA 02135': 1},Lixia,108560094,{'nan': 1},False,39.0,42.3555,-71.15977,,8,Corinne Road,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-103s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,37.0,42.290729999999996,-71.06456,,3,Roseland Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-27s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Compass,CorpGroup21,{'20857768.0': 1},False,130.0,42.34771,-71.09006,,,Massachusetts Turnpike,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-132s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,33.0,42.3042,-71.07118,,16,Blakeville Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-357s,1,1,{'415630': 1},{'Exempt (verified)': 1},,{'40 Temple St 03 12 Boston MA 02114': 1},Maverick Empire,CorpGroup7,{'22348222.0': 1},False,112.0,42.360170000000004,-71.06345999999999,,40,Temple Street,Downtown Crossing,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-358s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,384.0,42.36452,-71.06928,,,Emerson Place,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,Vesta at West End Apartments,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-359s,1,1,{'406255': 1},{'Active': 1},,{'20 Moon ST 03 Apt 1 Boston MA 02113': 1},Dror,5578043,{'nan': 1},False,121.0,42.36322,-71.05145,,227,Commercial Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-554s,1,1,{'419049': 1},{'Expired/Void/Revoked': 1},,{},Alan,5618949,{'nan': 1},False,211.0,42.34715,-71.09299,,2,Charlesgate West,,Back Bay,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-102s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Furnished Quarters,CorpGroup25,{'22541573.0': 1},False,210.0,42.36388,-71.06525,,,Thoreau Path,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,Nine Hawthorne Place,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-178s,1,1,{'424637': 1},{'Expired/Void/Revoked': 1},listing,{},Jonathan,11228809,{'nan': 1},False,137.0,42.32953,-71.09199,,1,Eliot Terrace,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-361s,1,1,{'424637': 1},{'Expired/Void/Revoked': 1},listing,{},Jonathan,11228809,{'nan': 1},False,101.14,42.329609999999995,-71.09340999999999,,,Centre Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,Prang House,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-754s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Sherwin,201935605,{'nan': 1},False,30.0,42.25124,-71.1174,,195,Fairmount Avenue,Fairmount,Hyde Park,Boston,Suffolk County,Massachusetts,02137,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
